file,class,method,variable,usage
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\formats\brat\BratAnnotationStream.java,opennlp.tools.formats.brat.BratAnnotationStream,"BratAnnotationStream/3[opennlp.tools.formats.brat.AnnotationConfiguration,java.lang.String,java.io.InputStream]",config,3
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\formats\brat\BratAnnotationStream.java,opennlp.tools.formats.brat.BratAnnotationStream,reset/0,reader,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\formats\brat\BratAnnotationStream.java,opennlp.tools.formats.brat.BratAnnotationStream,read/0,reader,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\formats\brat\BratAnnotationStream.java,opennlp.tools.formats.brat.BratAnnotationStream,read/0,id,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,validateArtifactMap/0,MANIFEST_ENTRY,5
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,validateArtifactMap/0,COMPONENT_NAME_PROPERTY,4
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,validateArtifactMap/0,VERSION_PROPERTY,2
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,validateArtifactMap/0,toolFactory,2
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,validateArtifactMap/0,componentName,2
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,validateArtifactMap/0,FACTORY_NAME,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,validateArtifactMap/0,artifactMap,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,validateArtifactMap/0,LANGUAGE_PROPERTY,2
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,"BaseModel/2[java.lang.String,java.io.InputStream]",componentName,3
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,writeObject/1[java.io.ObjectOutputStream],componentName,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,getVersion/0,VERSION_PROPERTY,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,"setManifestProperty/2[java.lang.String,java.lang.String]",MANIFEST_ENTRY,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,"setManifestProperty/2[java.lang.String,java.lang.String]",artifactMap,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,"BaseModel/2[java.lang.String,java.net.URL]",componentName,3
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,checkArtifactMap/0,finishedLoadingArtifacts,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,"createArtifactSerializers/1[java.util.Map<java.lang.String,opennlp.tools.util.model.ArtifactSerializer>]",toolFactory,2
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,"BaseModel/2[java.lang.String,java.nio.file.Path]",componentName,3
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,finishLoadingArtifacts/1[java.io.InputStream],artifactSerializers,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,finishLoadingArtifacts/1[java.io.InputStream],finishedLoadingArtifacts,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,finishLoadingArtifacts/1[java.io.InputStream],SERIALIZER_CLASS_NAME_PREFIX,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,finishLoadingArtifacts/1[java.io.InputStream],artifactMap,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,initializeFactory/0,toolFactory,2
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,initializeFactory/0,FACTORY_NAME,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,isLoadedFromSerialized/0,isLoadedFromSerialized,2
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,readObject/1[java.io.ObjectInputStream],artifactSerializers,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,readObject/1[java.io.ObjectInputStream],componentName,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,readObject/1[java.io.ObjectInputStream],isLoadedFromSerialized,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,readObject/1[java.io.ObjectInputStream],artifactMap,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,"BaseModel/2[java.lang.String,boolean]",componentName,3
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,"BaseModel/2[java.lang.String,boolean]",isLoadedFromSerialized,3
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,getLanguage/0,LANGUAGE_PROPERTY,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,serialize/1[java.io.OutputStream],subclassSerializersInitiated,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,serialize/1[java.io.OutputStream],SERIALIZER_CLASS_NAME_PREFIX,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,serialize/1[java.io.OutputStream],artifactMap,3
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,loadModel/1[java.io.InputStream],artifactSerializers,2
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,loadModel/1[java.io.InputStream],artifactMap,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,getArtifact/1[java.lang.String],artifactMap,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,"BaseModel/3[java.lang.String,java.lang.String,java.util.Map<java.lang.String,java.lang.String>]",componentName,3
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,getArtifactSerializer/1[java.lang.String],artifactSerializers,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,"BaseModel/2[java.lang.String,java.io.File]",componentName,3
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,loadArtifactSerializers/0,artifactSerializers,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,loadArtifactSerializers/0,subclassSerializersInitiated,2
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,"BaseModel/4[java.lang.String,java.lang.String,java.util.Map<java.lang.String,java.lang.String>,opennlp.tools.util.BaseToolFactory]",artifactSerializers,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,"BaseModel/4[java.lang.String,java.lang.String,java.util.Map<java.lang.String,java.lang.String>,opennlp.tools.util.BaseToolFactory]",COMPONENT_NAME_PROPERTY,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,"BaseModel/4[java.lang.String,java.lang.String,java.util.Map<java.lang.String,java.lang.String>,opennlp.tools.util.BaseToolFactory]",MANIFEST_ENTRY,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,"BaseModel/4[java.lang.String,java.lang.String,java.util.Map<java.lang.String,java.lang.String>,opennlp.tools.util.BaseToolFactory]",VERSION_PROPERTY,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,"BaseModel/4[java.lang.String,java.lang.String,java.util.Map<java.lang.String,java.lang.String>,opennlp.tools.util.BaseToolFactory]",finishedLoadingArtifacts,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,"BaseModel/4[java.lang.String,java.lang.String,java.util.Map<java.lang.String,java.lang.String>,opennlp.tools.util.BaseToolFactory]",TIMESTAMP_PROPERTY,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,"BaseModel/4[java.lang.String,java.lang.String,java.util.Map<java.lang.String,java.lang.String>,opennlp.tools.util.BaseToolFactory]",componentName,4
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,"BaseModel/4[java.lang.String,java.lang.String,java.util.Map<java.lang.String,java.lang.String>,opennlp.tools.util.BaseToolFactory]",FACTORY_NAME,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,"BaseModel/4[java.lang.String,java.lang.String,java.util.Map<java.lang.String,java.lang.String>,opennlp.tools.util.BaseToolFactory]",MANIFEST_VERSION_PROPERTY,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,"BaseModel/4[java.lang.String,java.lang.String,java.util.Map<java.lang.String,java.lang.String>,opennlp.tools.util.BaseToolFactory]",LANGUAGE_PROPERTY,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,"BaseModel/4[java.lang.String,java.lang.String,java.util.Map<java.lang.String,java.lang.String>,opennlp.tools.util.BaseToolFactory]",artifactMap,2
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,getManifestProperty/1[java.lang.String],MANIFEST_ENTRY,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\util\model\BaseModel.java,opennlp.tools.util.model.BaseModel,getManifestProperty/1[java.lang.String],artifactMap,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\cmdline\parser\CheckModelUpdaterTool.java,opennlp.tools.cmdline.parser.CheckModelUpdaterTool,"trainAndUpdate/3[opennlp.tools.cmdline.parser.ParserModel,opennlp.tools.cmdline.parser.ObjectStream<opennlp.tools.cmdline.parser.Parse>,opennlp.tools.cmdline.parser.ModelUpdaterTool.ModelUpdaterParams]",logger,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-uima\src\main\java\opennlp\uima\normalizer\Normalizer.java,opennlp.uima.normalizer.Normalizer,typeSystemInit/1[opennlp.uima.normalizer.TypeSystem],mNameType,2
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-uima\src\main\java\opennlp\uima\normalizer\Normalizer.java,opennlp.uima.normalizer.Normalizer,typeSystemInit/1[opennlp.uima.normalizer.TypeSystem],mStructureFeature,3
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-uima\src\main\java\opennlp\uima\normalizer\Normalizer.java,opennlp.uima.normalizer.Normalizer,typeSystemInit/1[opennlp.uima.normalizer.TypeSystem],SUPPORTED_TYPES,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-uima\src\main\java\opennlp\uima\normalizer\Normalizer.java,opennlp.uima.normalizer.Normalizer,typeSystemInit/1[opennlp.uima.normalizer.TypeSystem],context,2
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-uima\src\main\java\opennlp\uima\normalizer\Normalizer.java,opennlp.uima.normalizer.Normalizer,process/1[opennlp.uima.normalizer.CAS],mNameType,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-uima\src\main\java\opennlp\uima\normalizer\Normalizer.java,opennlp.uima.normalizer.Normalizer,process/1[opennlp.uima.normalizer.CAS],mStructureFeature,14
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-uima\src\main\java\opennlp\uima\normalizer\Normalizer.java,opennlp.uima.normalizer.Normalizer,process/1[opennlp.uima.normalizer.CAS],mLookupDictionary,2
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-uima\src\main\java\opennlp\uima\normalizer\Normalizer.java,opennlp.uima.normalizer.Normalizer,process/1[opennlp.uima.normalizer.CAS],mLogger,4
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-uima\src\main\java\opennlp\uima\normalizer\Normalizer.java,opennlp.uima.normalizer.Normalizer,initialize/1[opennlp.uima.normalizer.UimaContext],mLookupDictionary,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-uima\src\main\java\opennlp\uima\normalizer\Normalizer.java,opennlp.uima.normalizer.Normalizer,initialize/1[opennlp.uima.normalizer.UimaContext],context,8
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-uima\src\main\java\opennlp\uima\normalizer\Normalizer.java,opennlp.uima.normalizer.Normalizer,initialize/1[opennlp.uima.normalizer.UimaContext],mLogger,3
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\ml\model\Event.java,opennlp.tools.ml.model.Event,toString/0,values,4
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\ml\model\Event.java,opennlp.tools.ml.model.Event,toString/0,context,2
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\ml\model\Event.java,opennlp.tools.ml.model.Event,toString/0,outcome,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\ml\model\Event.java,opennlp.tools.ml.model.Event,getValues/0,values,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\ml\model\Event.java,opennlp.tools.ml.model.Event,getOutcome/0,outcome,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\ml\model\Event.java,opennlp.tools.ml.model.Event,getContext/0,context,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\ml\model\Event.java,opennlp.tools.ml.model.Event,"Event/2[java.lang.String,java.lang.String[]]",context,3
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\ml\model\Event.java,opennlp.tools.ml.model.Event,"Event/2[java.lang.String,java.lang.String[]]",outcome,3
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\ml\model\Event.java,opennlp.tools.ml.model.Event,"Event/3[java.lang.String,java.lang.String[],float[]]",values,4
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\ml\model\Event.java,opennlp.tools.ml.model.Event,"Event/3[java.lang.String,java.lang.String[],float[]]",context,4
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\ml\model\Event.java,opennlp.tools.ml.model.Event,"Event/3[java.lang.String,java.lang.String[],float[]]",outcome,4
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\test\java\opennlp\tools\lemmatizer\LemmatizerEvaluatorTest.java,opennlp.tools.lemmatizer.LemmatizerEvaluatorTest,testEvaluator/0,DELTA,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\cmdline\chunker\ChunkerEvaluatorTool.java,opennlp.tools.cmdline.chunker.ChunkerEvaluatorTool,"run/2[java.lang.String,java.lang.String[]]",logger,2
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\parser\ParserModel.java,opennlp.tools.parser.ParserModel,getAttachModel/0,ATTACH_MODEL_ENTRY_NAME,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\parser\ParserModel.java,opennlp.tools.parser.ParserModel,getParserChunkerModel/0,CHUNKER_TAGGER_MODEL_ENTRY_NAME,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\parser\ParserModel.java,opennlp.tools.parser.ParserModel,getParserType/0,PARSER_TYPE,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\parser\ParserModel.java,opennlp.tools.parser.ParserModel,getBuildModel/0,BUILD_MODEL_ENTRY_NAME,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\parser\ParserModel.java,opennlp.tools.parser.ParserModel,equals/1[java.lang.Object],BUILD_MODEL_ENTRY_NAME,2
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\parser\ParserModel.java,opennlp.tools.parser.ParserModel,ParserModel/1[java.io.File],COMPONENT_NAME,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\parser\ParserModel.java,opennlp.tools.parser.ParserModel,"ParserModel/9[java.lang.String,opennlp.tools.ml.model.MaxentModel,opennlp.tools.ml.model.MaxentModel,opennlp.tools.ml.model.MaxentModel,opennlp.tools.postag.POSModel,opennlp.tools.parser.ChunkerModel,opennlp.tools.parser.HeadRules,opennlp.tools.parser.ParserType,java.util.Map<java.lang.String,java.lang.String>]",PARSER_TYPE,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\parser\ParserModel.java,opennlp.tools.parser.ParserModel,"ParserModel/9[java.lang.String,opennlp.tools.ml.model.MaxentModel,opennlp.tools.ml.model.MaxentModel,opennlp.tools.ml.model.MaxentModel,opennlp.tools.postag.POSModel,opennlp.tools.parser.ChunkerModel,opennlp.tools.parser.HeadRules,opennlp.tools.parser.ParserType,java.util.Map<java.lang.String,java.lang.String>]",ATTACH_MODEL_ENTRY_NAME,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\parser\ParserModel.java,opennlp.tools.parser.ParserModel,"ParserModel/9[java.lang.String,opennlp.tools.ml.model.MaxentModel,opennlp.tools.ml.model.MaxentModel,opennlp.tools.ml.model.MaxentModel,opennlp.tools.postag.POSModel,opennlp.tools.parser.ChunkerModel,opennlp.tools.parser.HeadRules,opennlp.tools.parser.ParserType,java.util.Map<java.lang.String,java.lang.String>]",CHUNKER_TAGGER_MODEL_ENTRY_NAME,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\parser\ParserModel.java,opennlp.tools.parser.ParserModel,"ParserModel/9[java.lang.String,opennlp.tools.ml.model.MaxentModel,opennlp.tools.ml.model.MaxentModel,opennlp.tools.ml.model.MaxentModel,opennlp.tools.postag.POSModel,opennlp.tools.parser.ChunkerModel,opennlp.tools.parser.HeadRules,opennlp.tools.parser.ParserType,java.util.Map<java.lang.String,java.lang.String>]",PARSER_TAGGER_MODEL_ENTRY_NAME,1
D:\BilalModel\bilal\OOP\Ijaz\opennlp\opennlp-tools\src\main\java\opennlp\tools\parser\ParserModel.java,opennlp.tools.parser.ParserModel,"ParserModel/9[java.lang.String,opennlp.tools.ml.model.MaxentModel,opennlp.tools.ml.model.MaxentModel,opennlp.tools.ml.model.MaxentModel,opennlp.tools.postag.POSModel,opennlp.tools.parser.ChunkerModel,opennlp.tools.parser.HeadRules,opennlp.tools.parser.ParserType,java.util.Map<java.lang.String,java.lang.String>]",HEAD_RULES_MODEL_ENTRY_NAME,1
